R_fighter,B_fighter,Format,Referee,date,location,Fight_type,Winner,Title,weight_class,R_hst_SIG_STR._attempted,R_hst_SIG_STR._succeeded,R_hst_TOTAL_STR._attempted,R_hst_TOTAL_STR._succeeded,R_hst_TD_attempted,R_hst_TD_succeeded,R_hst_HEAD_attempted,R_hst_HEAD_succeeded,R_hst_BODY_attempted,R_hst_BODY_succeeded,R_hst_LEG_attempted,R_hst_LEG_succeeded,R_hst_DISTANCE_attempted,R_hst_DISTANCE_succeeded,R_hst_CLINCH_attempted,R_hst_CLINCH_succeeded,R_hst_GROUND_attempted,R_hst_GROUND_succeeded,R_hst_KD,R_hst_SIG_STR_pct,R_hst_TD_pct,R_hst_SUB_ATT,R_hst_PASS,R_hst_REV,B_hst_SIG_STR._attempted,B_hst_SIG_STR._succeeded,B_hst_TOTAL_STR._attempted,B_hst_TOTAL_STR._succeeded,B_hst_TD_attempted,B_hst_TD_succeeded,B_hst_HEAD_attempted,B_hst_HEAD_succeeded,B_hst_BODY_attempted,B_hst_BODY_succeeded,B_hst_LEG_attempted,B_hst_LEG_succeeded,B_hst_DISTANCE_attempted,B_hst_DISTANCE_succeeded,B_hst_CLINCH_attempted,B_hst_CLINCH_succeeded,B_hst_GROUND_attempted,B_hst_GROUND_succeeded,B_hst_KD,B_hst_SIG_STR_pct,B_hst_TD_pct,B_hst_SUB_ATT,B_hst_PASS,B_hst_REV,R_Stance,R_Height(cm),R_Weight(kg),R_Reach(cm),B_Stance,B_Height(cm),B_Weight(kg),B_Reach(cm),R_age,B_age,R_experience,B_experience,R_title_experience,B_title_experience,R_KO,B_KO,R_sub,B_sub,R_winning,B_winning,R_title_winning,B_title_winning
Brock Lesnar,Heath Herring,3 Rnd (5-5-5),Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Heavyweight Bout,Brock Lesnar,False,Heavyweight,24.0,16.0,40.0,32.0,1.0,1.0,24.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,15.0,0.0,0.66,1.0,0.0,2.0,0.0,97.75,40.75,146.0,85.5,1.5,1.25,75.5,22.5,18.25,14.5,4.0,3.75,56.25,13.5,7.75,3.0,33.75,24.25,1.25,0.4125,0.6875,0.25,1.5,1.5,Orthodox,190.5,120.20188,195.5085,Orthodox,193.04,113.398,198.1882,31.0,30.0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.5,,
Rob Emerson,Manvel Gamburyan,3 Rnd (5-5-5),Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Lightweight Bout,Rob Emerson,False,Lightweight,111.5,42.0,118.5,48.5,0.5,0.5,92.5,23.5,5.0,4.5,14.0,14.0,105.0,38.5,5.5,2.5,1.0,1.0,0.0,0.325,0.5,0.5,0.0,0.0,14.666666666666666,7.333333333333333,21.333333333333332,13.666666666666666,4.0,1.0,12.0,4.666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,3.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,9.0,3.6666666666666665,0.0,0.5733333333333334,0.26,1.0,0.3333333333333333,0.0,Orthodox,175.26,70.30676,179.4303,Orthodox,165.1,61.23492,168.7115,27.0,27.0,2,3,0,1,0.0,0.0,0.0,0.6666666666666666,0.5,0.6666666666666666,,0.0
Kenny Florian,Roger Huerta,3 Rnd (5-5-5),Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Lightweight Bout,Kenny Florian,False,Lightweight,41.666666666666664,22.0,78.55555555555556,55.888888888888886,2.7777777777777777,1.4444444444444444,32.666666666666664,14.444444444444445,6.333333333333333,5.333333333333333,2.6666666666666665,2.2222222222222223,14.88888888888889,6.444444444444445,4.777777777777778,3.3333333333333335,22.0,12.222222222222221,0.0,0.5355555555555556,0.49666666666666676,1.0,2.6666666666666665,0.1111111111111111,107.0,43.333333333333336,158.66666666666666,82.83333333333333,3.8333333333333335,2.1666666666666665,96.83333333333333,36.166666666666664,8.666666666666666,6.0,1.5,1.1666666666666667,54.333333333333336,15.666666666666666,10.833333333333334,5.166666666666667,41.833333333333336,22.5,0.0,0.4433333333333333,0.4183333333333334,0.5,4.333333333333333,0.8333333333333334,Southpaw,177.8,65.77083999999999,182.11,Orthodox,175.26,70.30676,179.4303,32.0,25.0,9,6,2,0,0.3333333333333333,0.5,0.4444444444444444,0.16666666666666666,0.7777777777777778,1.0,0.0,
Demian Maia,Jason MacDonald,3 Rnd (5-5-5),Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Middleweight Bout,Demian Maia,False,Middleweight,12.0,9.0,28.5,22.0,5.0,1.5,9.0,6.5,2.0,1.5,1.0,1.0,2.0,2.0,0.5,0.0,9.5,7.0,0.0,0.855,0.56,2.0,2.5,1.0,29.333333333333332,16.333333333333332,56.333333333333336,41.833333333333336,5.833333333333333,0.8333333333333334,17.0,5.666666666666667,3.0,2.5,9.333333333333334,8.166666666666666,11.0,2.3333333333333335,10.0,8.0,8.333333333333334,6.0,0.0,0.585,0.17833333333333334,0.8333333333333334,1.0,0.5,Southpaw,185.42,77.11064,190.14909999999998,Orthodox,190.5,83.91452,195.5085,31.0,33.0,2,6,0,0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,,
Tamdan McCrory,Luke Cummo,3 Rnd (5-5-5),Dan Miragliotta,2008-08-09,"Minneapolis, Minnesota, USA",Welterweight Bout,Tamdan McCrory,False,Welterweight,38.0,19.5,41.0,22.5,2.5,1.0,24.5,9.5,8.5,6.5,5.0,3.5,19.5,10.0,16.5,7.5,2.0,2.0,0.0,0.5349999999999999,0.2,1.0,1.0,0.0,52.5,22.666666666666668,86.33333333333333,54.0,1.1666666666666667,0.6666666666666666,39.0,12.666666666666666,10.666666666666666,7.333333333333333,2.8333333333333335,2.6666666666666665,35.833333333333336,13.0,9.833333333333334,5.666666666666667,6.833333333333333,4.0,0.6666666666666666,0.4416666666666667,0.2916666666666667,1.1666666666666667,1.0,0.0,Switch,193.04,83.91452,198.1882,Orthodox,182.88,77.11064,187.46939999999998,22.0,28.0,2,6,0,1,0.0,0.3333333333333333,0.5,0.0,0.5,0.5,,0.0
Cheick Kongo,Dan Evensen,3 Rnd (5-5-5),Yves Lavigne,2008-08-09,"Minneapolis, Minnesota, USA",Heavyweight Bout,Cheick Kongo,False,Heavyweight,61.333333333333336,38.5,92.0,67.83333333333333,2.0,1.1666666666666667,34.333333333333336,16.5,14.333333333333334,12.166666666666666,12.666666666666666,9.833333333333334,31.833333333333332,14.0,19.333333333333332,17.333333333333332,10.166666666666666,7.166666666666667,0.16666666666666666,0.66,0.375,0.5,1.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,193.04,108.86207999999999,198.1882,Orthodox,190.5,113.398,195.5085,33.0,34.0,6,0,0,0,0.3333333333333333,,0.0,,0.6666666666666666,,,
Jon Jones,Andre Gusmao,3 Rnd (5-5-5),Darryl Guthmiller,2008-08-09,"Minneapolis, Minnesota, USA",Light Heavyweight Bout,Jon Jones,False,Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,193.04,92.98636,198.1882,Orthodox,182.88,92.98636,187.46939999999998,21.0,31.0,0,0,0,0,,,,,,,,
Chris Wilson,Steve Bruno,3 Rnd (5-5-5),Nick Gamst,2008-08-09,"Minneapolis, Minnesota, USA",Welterweight Bout,Chris Wilson,False,Welterweight,52.0,22.0,62.0,32.0,0.0,0.0,34.0,10.0,14.0,9.0,4.0,3.0,44.0,16.0,8.0,6.0,0.0,0.0,0.0,0.42,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,185.42,77.11064,190.14909999999998,Orthodox,177.8,77.11064,182.11,31.0,27.0,1,0,0,0,0.0,,0.0,,0.0,,,
Ben Saunders,Ryan Thomas,3 Rnd (5-5-5),Darryl Guthmiller,2008-08-09,"Minneapolis, Minnesota, USA",Welterweight Bout,Ben Saunders,False,Welterweight,25.0,18.0,153.0,143.0,0.0,0.0,17.0,10.0,7.0,7.0,1.0,1.0,11.0,5.0,5.0,4.0,9.0,9.0,0.0,0.72,0.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,187.96,77.11064,192.8288,Orthodox,182.88,77.11064,187.46939999999998,25.0,24.0,1,0,0,0,0.0,,0.0,,1.0,,,
Anderson Silva,James Irvin,3 Rnd (5-5-5),Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Anderson Silva,False,Heavyweight,31.333333333333332,25.5,43.5,36.666666666666664,0.3333333333333333,0.16666666666666666,20.5,15.166666666666666,9.0,8.5,1.8333333333333333,1.8333333333333333,11.333333333333334,8.333333333333334,10.666666666666666,9.833333333333334,9.333333333333334,7.333333333333333,1.1666666666666667,0.7983333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,11.428571428571429,6.0,12.571428571428571,7.142857142857143,0.14285714285714285,0.0,6.571428571428571,2.2857142857142856,1.2857142857142858,1.1428571428571428,3.5714285714285716,2.5714285714285716,8.857142857142858,4.0,1.2857142857142858,1.0,1.2857142857142858,1.0,0.42857142857142855,0.6342857142857142,0.0,0.14285714285714285,0.0,0.0,Southpaw,187.96,83.91452,192.8288,Orthodox,187.96,92.98636,192.8288,33.0,30.0,6,7,4,0,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.0,1.0,0.5714285714285714,1.0,
Brandon Vera,Reese Andy,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Brandon Vera,False,Heavyweight,32.5,21.833333333333332,39.333333333333336,28.0,0.3333333333333333,0.16666666666666666,15.833333333333334,7.5,7.5,6.0,9.166666666666666,8.333333333333334,17.333333333333332,8.166666666666666,12.166666666666666,11.0,3.0,2.6666666666666665,0.5,0.64,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,190.5,104.32616,195.5085,Orthodox,182.88,92.98636,187.46939999999998,31.0,35.0,6,0,0,0,0.5,,0.16666666666666666,,0.6666666666666666,,,
Frankie Edgar,Hermes Franca,3 Rnd (5-5-5),Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Lightweight Bout,Frankie Edgar,False,Lightweight,77.0,38.5,127.25,84.5,8.0,4.25,70.25,32.5,5.25,4.75,1.5,1.25,37.25,12.0,13.0,9.75,26.75,16.75,0.0,0.49750000000000005,0.3475,0.0,4.75,0.25,53.5,21.125,102.5,67.375,5.25,2.0,47.625,16.375,3.125,2.75,2.75,2.0,36.875,12.75,7.875,4.75,8.75,3.625,0.5,0.39749999999999996,0.43374999999999997,2.75,1.125,0.625,Orthodox,167.64000000000001,65.77083999999999,171.3912,Orthodox,167.64000000000001,70.30676,171.3912,27.0,34.0,4,8,0,1,0.25,0.25,0.0,0.25,0.75,0.625,,0.0
Cain Velasquez,Jake O'Brien,3 Rnd (5-5-5),Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Heavyweight Bout,Cain Velasquez,False,Heavyweight,55.0,36.0,83.0,62.0,0.0,0.0,52.0,33.0,3.0,3.0,0.0,0.0,10.0,5.0,5.0,5.0,40.0,26.0,3.0,0.65,0.0,0.0,3.0,0.0,34.0,13.75,94.0,68.5,9.5,5.25,33.25,13.0,0.75,0.75,0.0,0.0,9.5,0.75,0.5,0.25,24.0,12.75,0.0,0.3825,0.6625,0.25,4.75,0.5,Orthodox,185.42,108.86207999999999,190.14909999999998,Orthodox,190.5,92.98636,195.5085,26.0,24.0,1,4,0,0,1.0,0.25,0.0,0.0,1.0,0.75,,
Kevin Burns,Anthony Johnson,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Welterweight Bout,Kevin Burns,False,Welterweight,13.0,8.0,61.0,55.0,0.0,0.0,11.0,7.0,1.0,0.0,1.0,1.0,9.0,4.0,1.0,1.0,3.0,3.0,0.0,0.61,0.0,1.0,0.0,0.0,27.333333333333332,13.333333333333334,28.666666666666668,14.333333333333334,0.6666666666666666,0.3333333333333333,24.0,10.666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,18.0,6.333333333333333,3.6666666666666665,2.6666666666666665,5.666666666666667,4.333333333333333,1.0,0.48666666666666664,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,Orthodox,177.8,77.11064,182.11,Orthodox,187.96,92.98636,192.8288,28.0,24.0,1,3,0,0,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,,
CB Dollaway,Jesse Taylor,3 Rnd (5-5-5),Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Middleweight Bout,CB Dollaway,False,Middleweight,16.0,6.0,22.0,11.0,1.0,1.0,13.0,4.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,12.0,4.0,0.0,0.37,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,187.96,83.91452,192.8288,Orthodox,182.88,77.11064,187.46939999999998,25.0,26.0,1,0,1,0,0.0,,0.0,,0.0,,0.0,
Tim Credeur,Cale Yarbrough,3 Rnd (5-5-5),Mario Yamasaki,2008-07-19,"Las Vegas, Nevada, USA",Middleweight Bout,Tim Credeur,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,190.5,83.91452,195.5085,Orthodox,185.42,83.91452,190.14909999999998,31.0,22.0,0,0,0,0,,,,,,,,
Rory Markham,Brodie Farber,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Welterweight Bout,Rory Markham,False,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,182.88,77.11064,187.46939999999998,Orthodox,185.42,77.11064,190.14909999999998,26.0,28.0,0,0,0,0,,,,,,,,
Nate Loughran,Johnny Rees,3 Rnd (5-5-5),Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Middleweight Bout,Nate Loughran,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,187.96,83.91452,192.8288,Orthodox,182.88,77.11064,187.46939999999998,28.0,26.0,0,0,0,0,,,,,,,,
Brad Blackburn,James Giboo,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-19,"Las Vegas, Nevada, USA",Welterweight Bout,Brad Blackburn,False,Welterweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,177.8,77.11064,182.11,Orthodox,180.34,77.11064,184.7897,31.0,31.0,0,0,0,0,,,,,,,,
Shannon Gugerty,Dale Hartt,3 Rnd (5-5-5),Yves Lavigne,2008-07-19,"Las Vegas, Nevada, USA",Lightweight Bout,Shannon Gugerty,False,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,177.8,70.30676,182.11,Orthodox,177.8,70.30676,182.11,27.0,29.0,0,0,0,0,,,,,,,,
Forrest Griffin,Rampage Jackson,5 Rnd (5-5-5-5-5),Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Forrest Griffin,True,Heavyweight,134.875,57.25,154.5,75.5,1.75,0.625,104.875,36.75,10.25,7.125,19.75,13.375,107.5,40.375,17.75,10.875,9.625,6.0,0.125,0.44625,0.27749999999999997,0.625,1.375,0.25,63.333333333333336,41.666666666666664,104.66666666666667,82.0,1.3333333333333333,0.6666666666666666,44.666666666666664,23.666666666666668,14.0,13.333333333333334,4.666666666666667,4.666666666666667,27.666666666666668,14.0,22.666666666666668,18.0,13.0,9.666666666666666,1.0,0.6766666666666667,0.22,0.0,2.3333333333333335,0.0,Orthodox,190.5,92.98636,195.5085,Orthodox,185.42,92.98636,190.14909999999998,29.0,30.0,8,3,1,2,0.125,0.6666666666666666,0.25,0.0,0.75,1.0,1.0,1.0
Patrick Cote,Ricardo Almeida,3 Rnd (5-5-5),Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Middleweight Bout,Patrick Cote,False,Middleweight,41.857142857142854,22.571428571428573,49.285714285714285,29.857142857142858,1.1428571428571428,0.2857142857142857,33.0,15.571428571428571,4.142857142857143,3.0,4.714285714285714,4.0,21.857142857142858,9.857142857142858,11.0,6.571428571428571,9.0,6.142857142857143,0.5714285714285714,0.45142857142857146,0.11857142857142858,0.14285714285714285,0.8571428571428571,0.14285714285714285,15.75,7.25,20.75,12.0,1.75,0.75,11.5,3.5,1.75,1.25,2.5,2.5,12.25,4.75,2.5,1.5,1.0,1.0,0.0,0.625,0.5625,1.75,0.5,0.0,Orthodox,180.34,77.11064,184.7897,Orthodox,182.88,77.11064,187.46939999999998,28.0,32.0,7,4,1,0,0.2857142857142857,0.0,0.0,0.5,0.42857142857142855,0.5,0.0,
Joe Stevenson,Gleison Tibau,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Lightweight Bout,Joe Stevenson,False,Lightweight,38.57142857142857,20.142857142857142,70.42857142857143,47.285714285714285,3.0,2.0,32.857142857142854,16.0,4.285714285714286,2.7142857142857144,1.4285714285714286,1.4285714285714286,17.428571428571427,6.571428571428571,2.5714285714285716,1.8571428571428572,18.571428571428573,11.714285714285714,0.0,0.6100000000000001,0.5785714285714285,1.8571428571428572,2.2857142857142856,0.42857142857142855,42.6,15.2,87.2,55.0,5.4,3.6,40.4,13.4,1.6,1.4,0.6,0.4,24.2,4.6,0.6,0.6,17.8,10.0,0.0,0.374,0.45599999999999996,0.6,4.0,0.2,Orthodox,170.18,65.77083999999999,174.0709,Southpaw,177.8,70.30676,182.11,26.0,25.0,7,5,2,0,0.14285714285714285,0.0,0.2857142857142857,0.2,0.7142857142857143,0.6,0.5,
Josh Koscheck,Chris Lytle,3 Rnd (5-5-5),Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Welterweight Bout,Josh Koscheck,False,Welterweight,40.4,16.4,63.5,37.8,3.9,2.5,35.7,12.7,3.1,2.5,1.6,1.2,26.7,6.8,0.6,0.2,13.1,9.4,0.2,0.397,0.765,0.5,3.4,0.1,41.45454545454545,18.272727272727273,86.72727272727273,61.36363636363637,1.0,0.6363636363636364,29.90909090909091,9.0,7.636363636363637,6.181818181818182,3.909090909090909,3.090909090909091,29.636363636363637,9.454545454545455,8.363636363636363,6.7272727272727275,3.4545454545454546,2.090909090909091,0.18181818181818182,0.49181818181818177,0.42363636363636364,1.3636363636363635,1.0,0.5454545454545454,Orthodox,177.8,77.11064,182.11,Orthodox,180.34,77.11064,184.7897,31.0,34.0,10,11,0,1,0.3,0.09090909090909091,0.2,0.2727272727272727,0.8,0.36363636363636365,,0.0
Tyson Griffin,Marcus Aurelio,3 Rnd (5-5-5),Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Lightweight Bout,Tyson Griffin,False,Lightweight,77.6,35.4,106.2,61.4,3.4,1.6,57.6,18.0,11.6,10.0,8.4,7.4,61.4,23.2,8.2,6.8,8.0,5.4,0.0,0.366,0.5660000000000001,1.6,0.2,0.2,57.666666666666664,22.0,78.0,41.333333333333336,2.3333333333333335,0.3333333333333333,55.333333333333336,20.0,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,49.666666666666664,15.0,1.6666666666666667,1.3333333333333333,6.333333333333333,5.666666666666667,0.3333333333333333,0.5233333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.0,Orthodox,167.64000000000001,65.77083999999999,171.3912,Orthodox,177.8,70.30676,182.11,24.0,35.0,5,3,0,0,0.0,0.3333333333333333,0.2,0.3333333333333333,0.8,0.6666666666666666,,
Gabriel Gonzaga,Justin McCully,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Heavyweight Bout,Gabriel Gonzaga,False,Heavyweight,35.5,15.333333333333334,53.0,31.5,3.3333333333333335,1.6666666666666667,28.666666666666668,9.5,2.3333333333333335,2.0,4.5,3.8333333333333335,21.0,6.666666666666667,3.5,2.3333333333333335,11.0,6.333333333333333,0.5,0.4333333333333333,0.62,1.0,2.1666666666666665,0.0,40.0,21.0,120.0,80.0,5.0,3.0,38.0,19.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,36.0,18.0,0.0,0.52,0.6,0.0,1.0,0.0,Orthodox,187.96,109.76926399999999,192.8288,Orthodox,185.42,102.0582,190.14909999999998,29.0,32.0,6,1,1,0,0.5,0.0,0.16666666666666666,0.0,0.6666666666666666,1.0,0.0,
Cole Miller,Jorge Gurgel,3 Rnd (5-5-5),Yves Lavigne,2008-07-05,"Las Vegas, Nevada, USA",Lightweight Bout,Cole Miller,False,Lightweight,36.333333333333336,12.666666666666666,54.0,28.666666666666668,1.0,0.3333333333333333,34.666666666666664,11.666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,17.333333333333332,2.3333333333333335,2.6666666666666665,1.0,16.333333333333332,9.333333333333334,0.3333333333333333,0.32333333333333336,0.16666666666666666,4.333333333333333,4.333333333333333,1.6666666666666667,149.8,46.4,191.6,81.6,3.4,0.4,132.6,33.2,4.2,2.6,13.0,10.6,115.2,29.2,10.8,6.4,23.8,10.8,0.0,0.312,0.068,0.2,1.0,0.2,Orthodox,185.42,65.77083999999999,190.14909999999998,Orthodox,170.18,70.30676,174.0709,24.0,31.0,3,5,0,0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6,,
Melvin Guillard,Dennis Siver,3 Rnd (5-5-5),Herb Dean,2008-07-05,"Las Vegas, Nevada, USA",Lightweight Bout,Melvin Guillard,False,Lightweight,30.5,11.0,32.0,12.333333333333334,1.5,1.5,26.333333333333332,8.166666666666666,2.3333333333333335,1.3333333333333333,1.8333333333333333,1.5,18.666666666666668,5.5,2.5,1.0,9.333333333333334,4.5,0.5,0.325,0.6666666666666666,0.16666666666666666,0.5,0.0,36.333333333333336,15.333333333333334,96.66666666666667,68.66666666666667,1.6666666666666667,0.6666666666666666,31.0,12.0,2.3333333333333335,1.6666666666666667,3.0,1.6666666666666667,20.666666666666668,8.666666666666666,4.0,1.0,11.666666666666666,5.666666666666667,0.3333333333333333,0.49333333333333335,0.5,0.0,1.3333333333333333,0.3333333333333333,Orthodox,175.26,70.30676,179.4303,Orthodox,167.64000000000001,65.77083999999999,171.3912,25.0,29.0,6,3,0,0,0.5,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,,
Justin Buchholz,Corey Hill,3 Rnd (5-5-5),Steve Mazzagatti,2008-07-05,"Las Vegas, Nevada, USA",Lightweight Bout,Justin Buchholz,False,Lightweight,10.0,3.0,10.0,3.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,40.0,29.0,78.0,66.0,0.0,0.0,30.0,19.0,10.0,10.0,0.0,0.0,12.0,5.0,5.0,4.0,23.0,20.0,0.0,0.72,0.0,0.0,2.0,0.0,Orthodox,182.88,70.30676,187.46939999999998,Orthodox,193.04,70.30676,198.1882,25.0,30.0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,,
Kendall Grove,Evan Tanner,3 Rnd (5-5-5),Steve Mazzagatti,2008-06-21,"Las Vegas, Nevada, USA",Middleweight Bout,Kendall Grove,False,Middleweight,33.4,18.2,53.2,37.6,0.6,0.4,23.6,10.4,6.8,5.6,3.0,2.2,13.0,4.4,11.0,8.2,9.4,5.6,0.0,0.426,0.4,1.8,1.2,0.6,37.5,22.5625,54.8125,37.9375,2.375,1.125,26.25,13.875,7.875,5.75,3.375,2.9375,17.3125,7.5,6.625,5.0,13.5625,10.0625,0.0625,0.578125,0.3775,0.9375,1.5,0.0,Orthodox,198.12,83.91452,203.5476,Orthodox,182.88,83.91452,187.46939999999998,26.0,37.0,5,16,1,3,0.2,0.3125,0.2,0.25,0.6,0.6875,1.0,0.3333333333333333
Amir Sadollah,CB Dollaway,3 Rnd (5-5-5),Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Ultimate Fighter 7 Middleweight Tournament Title Bout,Amir Sadollah,True,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthodox,177.8,77.11064,182.11,Orthodox,187.96,83.91452,192.8288,28.0,25.0,0,0,0,0,,,,,,,,
Diego Sanchez,Luigi Fioravanti,3 Rnd (5-5-5),Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Welterweight Bout,Diego Sanchez,False,Welterweight,61.0,24.22222222222222,80.33333333333333,40.666666666666664,5.444444444444445,1.7777777777777777,53.22222222222222,17.333333333333332,7.0,6.111111111111111,0.7777777777777778,0.7777777777777778,29.22222222222222,5.333333333333333,4.0,3.2222222222222223,27.77777777777778,15.666666666666666,0.2222222222222222,0.46222222222222226,0.41444444444444445,0.8888888888888888,2.2222222222222223,0.3333333333333333,56.833333333333336,24.166666666666668,85.0,47.666666666666664,4.0,2.5,42.5,12.166666666666666,5.0,3.3333333333333335,9.333333333333334,8.666666666666666,32.5,11.666666666666666,13.5,7.5,10.833333333333334,5.0,0.3333333333333333,0.445,0.4683333333333333,0.0,1.1666666666666667,0.16666666666666666,Southpaw,177.8,77.11064,182.11,Orthodox,172.72,77.11064,176.7506,26.0,27.0,9,6,1,0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.7777777777777778,0.5,1.0,
Spencer Fisher,Jeremy Stephens,3 Rnd (5-5-5),Steve Mazzagatti,2008-06-21,"Las Vegas, Nevada, USA",Lightweight Bout,Spencer Fisher,False,Lightweight,78.25,31.125,94.375,46.625,1.625,0.625,61.125,18.125,12.5,9.125,4.625,3.875,63.375,22.25,11.0,6.625,3.875,2.25,0.25,0.44625,0.1175,0.75,0.875,0.125,59.666666666666664,29.0,97.66666666666667,64.0,1.0,1.0,51.0,22.666666666666668,6.333333333333333,4.333333333333333,2.3333333333333335,2.0,23.666666666666668,7.333333333333333,0.0,0.0,36.0,21.666666666666668,0.3333333333333333,0.43333333333333335,0.6666666666666666,0.0,0.3333333333333333,1.0,Southpaw,170.18,70.30676,174.0709,Orthodox,172.72,65.77083999999999,176.7506,32.0,22.0,8,3,0,0,0.375,0.3333333333333333,0.125,0.0,0.625,0.6666666666666666,,
Matthew Riddle,Dante Rivera,3 Rnd (5-5-5),Herb Dean,2008-06-21,"Las Vegas, Nevada, USA",Middleweight Bout,Matthew Riddle,False,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southpaw,185.42,77.11064,190.14909999999998,Southpaw,185.42,83.91452,190.14909999999998,22.0,34.0,0,0,0,0,,,,,,,,
Dustin Hazelett,Joshua Burkman,3 Rnd (5-5-5),Josh Rosenthal,2008-06-21,"Las Vegas, Nevada, USA",Welterweight Bout,Dustin Hazelett,False,Welterweight,41.4,17.6,50.6,26.2,0.2,0.2,37.0,14.2,1.8,1.6,2.6,1.8,27.4,10.4,2.2,1.6,11.8,5.6,0.0,0.434,0.2,1.4,0.0,0.0,55.875,24.0,67.875,35.125,7.25,2.625,41.75,12.25,4.5,2.75,9.625,9.0,35.125,10.625,15.125,9.75,5.625,3.625,0.25,0.52625,0.39249999999999996,0.5,0.625,0.125,Orthodox,185.42,77.11064,190.14909999999998,Orthodox,177.8,77.11064,182.11,22.0,28.0,5,8,0,0,0.0,0.125,0.4,0.125,0.6,0.625,,
