fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
Pete Sabala,Orthodox,,,61.23492,
Pete Sell,Orthodox,1982-08-05,180.34,77.11064,184.7897
Pete Spratt,Orthodox,1971-01-09,175.26,77.11064,179.4303
Pete Williams,Orthodox,1975-07-10,190.5,106.59412,195.5085
Peter Petties,Southpaw,1990-12-20,180.34,65.77083999999999,184.7897
Peter Sobotta,Southpaw,1987-01-11,182.88,77.11064,187.46939999999998
Petr Yan,Switch,1993-02-11,170.18,61.23492,174.0709
Phil Baroni,Orthodox,1976-04-16,175.26,77.11064,179.4303
Phil Cardella,Orthodox,1976-07-09,180.34,70.30676,184.7897
Phil Davis,Orthodox,1984-09-25,187.96,92.98636,192.8288
Phil Harris,Orthodox,1983-09-04,162.56,56.699,166.0318
Phil Hawes,Orthodox,1989-01-08,185.42,83.91452,190.14909999999998
Phil Johns,Southpaw,1968-10-22,157.48000000000002,77.11064,160.6724
Philip De Fries,Orthodox,1986-04-21,195.57999999999998,113.398,200.86789999999996
Philip Perez,Southpaw,,165.1,70.30676,168.7115
Philip Preece,Orthodox,,172.72,92.98636,176.7506
Philipe Lins,Orthodox,1985-08-17,187.96,92.98636,192.8288
Phillip Miller,Orthodox,1979-02-20,180.34,83.91452,184.7897
Phillipe Nover,Orthodox,1984-02-03,175.26,65.77083999999999,179.4303
Pietro Menga,Southpaw,1988-02-15,170.18,56.699,174.0709
Piotr Hallmann,Orthodox,1987-08-25,175.26,70.30676,179.4303
Poliana Botelho,Orthodox,1988-12-15,172.72,52.16308,176.7506
Polo Reyes,Orthodox,1984-11-07,180.34,70.30676,184.7897
Polyana Viana,Orthodox,1992-06-14,165.1,52.16308,168.7115
Poppies Martinez,Orthodox,1983-08-19,175.26,65.77083999999999,179.4303
Priscila Cachoeira,Orthodox,1988-08-19,170.18,56.699,174.0709
Pro Escobedo,Orthodox,,,92.98636,
Punahele Soriano,Southpaw,1992-11-22,180.34,83.91452,184.7897
Quinn Mulhern,Orthodox,1984-09-20,190.5,70.30676,195.5085
RJ Clifford,Orthodox,,,72.57472,
Rachael Ostovich,Orthodox,1991-02-25,160.02,56.699,163.3521
Rafael Carino,Orthodox,,203.2,111.13004,208.90699999999998
Rafael Carvalho,Orthodox,1986-07-27,190.5,83.91452,195.5085
Rafael Dias,Orthodox,1979-10-20,175.26,65.77083999999999,179.4303
Rafael Dos Anjos,Southpaw,1984-10-26,172.72,77.11064,176.7506
Rafael Feijao,Orthodox,1980-04-14,185.42,92.98636,190.14909999999998
Rafael Fiziev,Switch,1993-03-05,172.72,70.30676,176.7506
Rafael Freitas,Orthodox,,,92.98636,
Rafael Natal,Orthodox,1982-12-25,182.88,83.91452,187.46939999999998
Rafael Rebello,Orthodox,1980-10-16,165.1,61.23492,168.7115
Rafael Rios,Orthodox,,,68.0388,
Rafael Silva,Orthodox,1985-03-20,170.18,61.23492,174.0709
Rafaello Oliveira,Orthodox,1982-01-26,172.72,70.30676,176.7506
Rainy Martinez,Orthodox,,182.88,90.264808,187.46939999999998
Raja Shippen,Orthodox,1986-10-07,167.64000000000001,65.77083999999999,171.3912
Ralek Gracie,Orthodox,1985-10-04,187.96,95.25431999999999,192.8288
Ralph Dillon,Orthodox,,187.96,92.98636,192.8288
Ralph Gracie,Orthodox,,175.26,83.007336,179.4303
Ramazan Emeev,Southpaw,1987-05-23,177.8,77.11064,182.11
Ramazan Kuramagomedov,Orthodox,,182.88,77.11064,187.46939999999998
Rameau Thierry Sokoudjou,Orthodox,1984-04-18,177.8,92.98636,182.11
Ramiz Brahimaj,Orthodox,1992-11-17,177.8,77.11064,182.11
Rampage Jackson,Orthodox,1978-06-20,185.42,92.98636,190.14909999999998
Ramsey Nijem,Orthodox,1988-04-01,180.34,70.30676,184.7897
Randa Markos,Orthodox,1985-08-10,162.56,52.16308,166.0318
Randall Wallace,Orthodox,1989-03-01,180.34,83.91452,184.7897
Randy Brown,Orthodox,1990-07-08,190.5,77.11064,195.5085
Randy Costa,Switch,1994-07-06,175.26,61.23492,179.4303
Randy Couture,Orthodox,1963-06-22,185.42,92.98636,190.14909999999998
Rani Yahya,Orthodox,1984-09-12,167.64000000000001,61.23492,171.3912
Raoni Barcelos,Orthodox,1987-05-01,170.18,61.23492,174.0709
Raou Raou,Orthodox,,172.72,88.45044,176.7506
Raphael Assuncao,Orthodox,1982-07-19,165.1,61.23492,168.7115
Raphael Butler,Orthodox,1984-01-04,190.5,118.387512,195.5085
Raphael Pessoa,Orthodox,1989-03-09,193.04,112.037224,198.1882
Raquel Pa'aluhi,Orthodox,,170.18,61.23492,174.0709
Raquel Pennington,Orthodox,1988-09-05,170.18,61.23492,174.0709
Rashad Coulter,Orthodox,1981-11-27,180.34,92.98636,184.7897
Rashad Evans,Orthodox,1979-09-25,182.88,92.98636,187.46939999999998
Rashard Lovelace,Orthodox,,,70.30676,
Rashid Magomedov,Orthodox,1984-11-29,175.26,70.30676,179.4303
Raul Castillo,Orthodox,,180.34,83.91452,184.7897
Raul Sandoval,Orthodox,,,58.96696,
Raulian Paiva,Orthodox,1995-10-17,172.72,56.699,176.7506
Ray Borg,Orthodox,1993-08-04,162.56,61.23492,166.0318
Ray Perales,Orthodox,,177.8,77.11064,182.11
Ray Routh,Orthodox,,172.72,83.91452,176.7506
Ray Sefo,Orthodox,1971-02-15,182.88,108.86207999999999,187.46939999999998
Ray Seraille,Orthodox,,190.5,111.583632,195.5085
Ray Sloan,Orthodox,1985-07-14,185.42,92.98636,190.14909999999998
Ray Steinbeiss,Orthodox,1979-09-12,180.34,77.11064,184.7897
Ray Wizard,Orthodox,,,,
Raymond Daniels,Southpaw,,187.96,83.91452,192.8288
Razak Al-Hassan,Orthodox,1982-05-14,187.96,92.98636,192.8288
Reese Andy,Orthodox,1973-03-31,182.88,92.98636,187.46939999999998
Reginaldo Vieira,Orthodox,1982-11-26,170.18,61.23492,174.0709
Remco Pardoel,Southpaw,,190.5,117.93392,195.5085
Remo Cardarelli,Orthodox,,,61.23492,
Renan Barao,Orthodox,1987-01-31,167.64000000000001,61.23492,171.3912
Renato Moicano,Orthodox,1989-05-21,180.34,65.77083999999999,184.7897
Renato Sobral,Orthodox,1975-09-07,185.42,92.98636,190.14909999999998
Renato Verissimo,Orthodox,1973-08-03,185.42,77.11064,190.14909999999998
Rene Kronvold,Orthodox,,172.72,77.11064,176.7506
Renee Forte,Orthodox,1987-03-27,170.18,70.30676,174.0709
Renzo Gracie,Orthodox,1967-03-11,177.8,83.91452,182.11
Reuben Duran,Orthodox,1983-07-02,170.18,61.23492,174.0709
Rex Holman,Southpaw,,190.5,92.98636,195.5085
Rex Richards,Orthodox,,195.57999999999998,120.20188,200.86789999999996
Reynaldo Trujillo,Orthodox,1982-01-01,175.26,70.30676,179.4303
Reza Madadi,Orthodox,1978-06-20,180.34,70.30676,184.7897
Reza Nasri,Orthodox,,180.34,92.98636,184.7897
Rhadi Ferguson,Orthodox,,170.18,92.98636,174.0709
Ricardo Abreu,Orthodox,1984-04-27,180.34,83.91452,184.7897
Ricardo Almeida,Orthodox,1976-11-29,182.88,77.11064,187.46939999999998
Ricardo Arona,Orthodox,1978-07-17,180.34,92.98636,184.7897
Ricardo Barros,Orthodox,1976-03-22,185.42,92.98636,190.14909999999998
Ricardo Funch,Southpaw,1980-08-14,177.8,77.11064,182.11
Ricardo Lamas,Orthodox,1982-05-21,172.72,65.77083999999999,176.7506
Ricardo Morais,Orthodox,1967-02-26,203.2,122.46984,208.90699999999998
Ricardo Palacios,Orthodox,1987-07-05,167.64000000000001,65.77083999999999,171.3912
Ricardo Prasel,Orthodox,1990-06-02,205.74,109.76926399999999,211.5867
Ricardo Ramos,Orthodox,1995-08-01,175.26,61.23492,179.4303
Ricardo Romero,Orthodox,1978-04-15,182.88,92.98636,187.46939999999998
Ricco Rodriguez,Orthodox,1977-08-19,193.04,120.20188,198.1882
Rich Attonito,Orthodox,1977-06-16,177.8,77.11064,182.11
Rich Bouphanouvong,Orthodox,,170.18,77.11064,174.0709
Rich Clementi,Southpaw,1976-03-31,175.26,70.30676,179.4303
Rich Franklin,Southpaw,1974-10-05,185.42,83.91452,190.14909999999998
Richard Crunkilton,Orthodox,1979-11-25,170.18,70.30676,174.0709
Richard Dalton,Orthodox,,185.42,92.98636,190.14909999999998
Richard Odoms,Orthodox,1975-05-08,195.57999999999998,120.20188,200.86789999999996
Richard Walsh,Orthodox,1988-12-01,182.88,77.11064,187.46939999999998
Richardson Moreira,Orthodox,1984-03-31,187.96,83.91452,192.8288
Richie Hightower,Orthodox,1974-11-26,172.72,77.11064,176.7506
Richie Santiago,Southpaw,1992-10-10,170.18,61.23492,174.0709
Richie Smullen,Orthodox,1991-08-17,175.26,70.30676,179.4303
Richie Vaculik,Orthodox,1983-06-19,167.64000000000001,56.699,171.3912
Rick Davis,Orthodox,,175.26,70.30676,179.4303
Rick Glenn,Southpaw,1989-04-12,182.88,65.77083999999999,187.46939999999998
Rick Roufus,Southpaw,,182.88,93.893544,187.46939999999998
Rick Story,Southpaw,1984-08-28,175.26,77.11064,179.4303
Rickson Gracie,Switch,1958-11-20,177.8,83.91452,182.11
Ricky Johnson,Orthodox,,172.72,65.77083999999999,176.7506
Ricky Legere Jr.,Orthodox,,172.72,77.11064,176.7506
Ricky Rainey,Switch,1983-06-29,185.42,77.11064,190.14909999999998
Ricky Simon,Orthodox,1992-08-31,167.64000000000001,61.23492,171.3912
Ricky Turcios,Orthodox,1993-06-05,175.26,61.23492,179.4303
Rico Altamirano,Orthodox,,177.8,77.11064,182.11
Rico DiSciullo,Orthodox,1986-10-12,172.72,61.23492,176.7506
Rico Farrington,Orthodox,1989-06-19,193.04,77.11064,198.1882
Riki Fukuda,Southpaw,1981-01-06,182.88,83.91452,187.46939999999998
Rilley Dutro,Orthodox,1987-09-03,172.72,56.699,176.7506
Rin Nakai,Orthodox,1986-10-22,154.94,61.23492,157.99269999999999
Roan Carneiro,Orthodox,1978-06-02,180.34,77.11064,184.7897
Rob Broughton,Orthodox,1983-03-03,187.96,120.20188,192.8288
Rob Emerson,Orthodox,1981-07-30,175.26,70.30676,179.4303
Rob Font,Orthodox,1987-06-25,172.72,61.23492,176.7506
Rob Kimmons,Orthodox,1981-01-30,177.8,83.91452,182.11
Rob MacDonald,Orthodox,1978-09-05,190.5,92.98636,195.5085
Rob McCullough,Orthodox,1977-05-26,175.26,70.30676,179.4303
Rob Sinclair,Orthodox,1980-02-20,172.72,70.30676,176.7506
Rob Whiteford,Southpaw,1983-04-12,175.26,65.77083999999999,179.4303
Rob Wilkinson,Orthodox,1992-02-22,190.5,83.91452,195.5085
Rob Yundt,Orthodox,1980-05-05,185.42,83.91452,190.14909999999998
Robbie Lawler,Southpaw,1982-03-20,180.34,77.11064,184.7897
Robert Breslin,Orthodox,,180.34,70.30676,184.7897
Robert Densley,Orthodox,,175.26,70.30676,179.4303
Robert Drysdale,Orthodox,1981-10-05,190.5,92.98636,195.5085
Robert Lucarelli,Orthodox,,187.96,111.13004,192.8288
Robert Peralta,Orthodox,1986-03-14,172.72,65.77083999999999,176.7506
Robert Whittaker,Orthodox,1990-12-20,182.88,83.91452,187.46939999999998
Roberta Rovel,Orthodox,,172.72,65.77083999999999,176.7506
Roberto Sanchez,Orthodox,1986-03-05,167.64000000000001,56.699,171.3912
Roberto Traven,Orthodox,1968-09-16,190.5,102.965384,195.5085
Rocky Lee,Orthodox,1987-04-08,175.26,65.77083999999999,179.4303
Rocky Long,Orthodox,1978-02-18,,65.77083999999999,
Rodney Faverus,Southpaw,,182.88,97.52228,187.46939999999998
Rodney Wallace,Switch,1981-11-21,175.26,92.98636,179.4303
Rodolfo Marques Diniz,Orthodox,1984-01-23,167.64000000000001,61.23492,171.3912
Rodolfo Rubio,Orthodox,1987-01-29,165.1,65.77083999999999,168.7115
Rodrigo Damm,Orthodox,1980-02-03,170.18,70.30676,174.0709
Rodrigo Gracie,Orthodox,1975-04-11,182.88,83.007336,187.46939999999998
Rodrigo Gripp de Sousa,Orthodox,,180.34,92.98636,184.7897
Rodrigo Nascimento,Orthodox,1992-11-26,190.5,111.583632,195.5085
Rodrigo Ruas,Orthodox,1977-10-06,177.8,83.91452,182.11
Rodrigo de Lima,Orthodox,1991-03-12,170.18,70.30676,174.0709
Roger Bowling,Orthodox,1982-12-05,175.26,70.30676,179.4303
Roger Carroll,Orthodox,,177.8,77.11064,182.11
Roger Gracie,Orthodox,1981-09-26,193.04,83.91452,198.1882
Roger Hollett,Orthodox,1978-10-08,180.34,92.98636,184.7897
Roger Huerta,Orthodox,1983-05-20,175.26,70.30676,179.4303
Roger Narvaez,Southpaw,1983-09-09,190.5,83.91452,195.5085
Roger Zapata,Southpaw,1986-05-09,180.34,77.11064,184.7897
Rogerio Bontorin,Orthodox,1992-04-25,167.64000000000001,56.699,171.3912
Rogerio Nogueira,Southpaw,1976-06-02,187.96,92.98636,192.8288
Roland Delorme,Orthodox,1983-12-18,175.26,61.23492,179.4303
Roland Payne,Orthodox,,175.26,92.98636,179.4303
Rolando Delgado,Orthodox,1981-11-22,190.5,70.30676,195.5085
Rolando Dy,Orthodox,1990-08-11,172.72,65.77083999999999,176.7506
Rolando Perez,Orthodox,,172.72,61.23492,176.7506
Roldan Sangcha-an,Orthodox,1990-12-04,162.56,56.699,166.0318
Rolles Gracie,Orthodox,1978-07-14,193.04,109.76926399999999,198.1882
Roman Dolidze,Orthodox,1988-07-15,190.5,92.98636,195.5085
Roman Kopylov,Orthodox,1991-05-04,182.88,83.91452,187.46939999999998
Roman Mitichyan,Orthodox,1978-09-04,177.8,77.11064,182.11
Roman Salazar,Orthodox,1988-02-21,170.18,61.23492,174.0709
Roman Zentsov,Orthodox,1973-09-10,185.42,104.32616,190.14909999999998
Romie Aram,Orthodox,1977-12-02,177.8,77.11064,182.11
Ron Faircloth,Orthodox,1979-08-16,175.26,92.98636,179.4303
Ron Fields,Orthodox,1974-11-18,187.96,90.7184,192.8288
Ron Henderson,Orthodox,,177.8,56.699,182.11
Ron Keslar,Orthodox,,,83.91452,
Ron Sparks,Orthodox,,195.57999999999998,120.20188,200.86789999999996
Ron Stallings,Southpaw,1983-01-25,187.96,77.11064,192.8288
Ron Waterman,Orthodox,1965-11-23,187.96,127.00576,192.8288
Ron van Clief,Orthodox,1943-01-25,177.8,86.18248,182.11
Ronald Carillo,Orthodox,,,56.699,
Ronald Jhun,Orthodox,1970-09-21,180.34,77.11064,184.7897
Ronaldo Candido,Southpaw,1989-04-24,167.64000000000001,56.699,171.3912
Ronda Rousey,Orthodox,1987-02-01,170.18,61.23492,174.0709
Ronny Markes,Orthodox,1988-04-21,185.42,83.91452,190.14909999999998
Rony Jason,Orthodox,1984-03-21,170.18,65.77083999999999,174.0709
Rony Sefo,Orthodox,,175.26,102.0582,179.4303
Ronys Torres,Orthodox,1975-08-13,170.18,70.30676,174.0709
Roosevelt Roberts,Orthodox,1994-02-11,187.96,70.30676,192.8288
Rory MacDonald,Orthodox,1989-07-22,182.88,77.11064,187.46939999999998
Rory Markham,Orthodox,1982-03-25,182.88,77.11064,187.46939999999998
Rory Singer,Orthodox,1976-05-28,187.96,83.91452,192.8288
Rose Namajunas,Orthodox,1992-06-29,165.1,52.16308,168.7115
Roshaun Jones,Orthodox,,172.72,61.23492,176.7506
Rosi Sexton,Orthodox,1977-07-16,160.02,61.23492,163.3521
Ross Ebanez,Southpaw,1975-05-18,175.26,69.853168,179.4303
Ross Pearson,Orthodox,1984-09-26,172.72,70.30676,176.7506
Ross Pointon,Orthodox,1980-02-18,172.72,77.11064,176.7506
Rostem Akman,Switch,1991-12-19,177.8,77.11064,182.11
Rousimar Palhares,Orthodox,1980-02-26,172.72,77.11064,176.7506
Roxanne Modafferi,Orthodox,1982-09-24,170.18,56.699,174.0709
Roy Boughton,Orthodox,,182.88,92.98636,187.46939999999998
Roy Jones,Orthodox,1983-10-26,,92.98636,
Roy Nelson,Orthodox,1976-06-20,182.88,119.294696,187.46939999999998
Royce Alger,Orthodox,,177.8,90.264808,182.11
Royce Gracie,Southpaw,1966-12-12,185.42,79.3786,190.14909999999998
Royler Gracie,Southpaw,1965-12-06,172.72,68.0388,176.7506
Royston Wee,Orthodox,1986-11-15,170.18,61.23492,174.0709
Ruan Potts,Orthodox,1978-02-23,187.96,112.037224,192.8288
Ruben Villareal,Orthodox,1970-05-01,193.04,120.20188,198.1882
Rubens Xavier,Orthodox,,190.5,99.79024,195.5085
Rubin Williams,Orthodox,1976-04-09,185.42,83.91452,190.14909999999998
Rudy Bears,Southpaw,,180.34,77.11064,184.7897
Rudyard Moncayo,Orthodox,,177.8,88.45044,182.11
Rulon Gardner,Orthodox,1971-08-16,190.5,120.20188,195.5085
Ruslan Magomedov,Orthodox,1986-11-26,190.5,109.76926399999999,195.5085
Russell Doane,Orthodox,1986-08-13,170.18,61.23492,174.0709
Russell Patrick,Orthodox,,175.26,65.77083999999999,179.4303
Rustam Khabilov,Orthodox,1986-11-04,172.72,70.30676,176.7506
Ryan Bader,Orthodox,1983-06-07,187.96,92.98636,192.8288
Ryan Bastianelli,Orthodox,,165.1,61.23492,168.7115
Ryan Benoit,Orthodox,1989-08-25,165.1,56.699,168.7115
Ryan Couture,Orthodox,1982-08-27,177.8,70.30676,182.11
Ryan Diaz,Orthodox,,,65.77083999999999,
Ryan Gracie,Orthodox,1974-08-14,175.26,90.7184,179.4303
Ryan Hall,Orthodox,1985-02-22,177.8,70.30676,182.11
Ryan Hayes,Orthodox,,,,
Ryan Healy,Orthodox,1983-07-20,185.42,70.30676,190.14909999999998
Ryan Janes,Orthodox,1981-08-22,190.5,83.91452,195.5085
Ryan Jensen,Orthodox,1977-09-20,185.42,83.91452,190.14909999999998
Ryan Jimmo,Orthodox,1981-11-27,185.42,92.98636,190.14909999999998
Ryan Keenan,Orthodox,1985-06-15,177.8,77.11064,182.11
Ryan LaFlare,Southpaw,1983-10-01,185.42,77.11064,190.14909999999998
Ryan Larson,Orthodox,1980-12-30,,77.11064,
Ryan MacDonald,Switch,1993-03-18,180.34,61.23492,184.7897
Ryan Madigan,Orthodox,,182.88,77.11064,187.46939999999998
Ryan McGillivray,Orthodox,1986-09-27,180.34,77.11064,184.7897
Ryan McGivern,Orthodox,1980-01-17,182.88,83.91452,187.46939999999998
Ryan Parker,Southpaw,,190.5,106.59412,195.5085
Ryan Quinn,Orthodox,,172.72,65.77083999999999,176.7506
Ryan Roberts,Orthodox,1978-07-16,167.64000000000001,70.30676,171.3912
Ryan Spann,Orthodox,1991-08-24,195.57999999999998,92.98636,200.86789999999996
Ryan Stonitsch,Southpaw,1977-02-03,175.26,77.11064,179.4303
Ryan Thomas,Orthodox,1984-11-05,182.88,77.11064,187.46939999999998
Ryan Tobar,Orthodox,,,70.30676,
Ryo Chonan,Orthodox,1976-10-08,175.26,77.11064,179.4303
Ryo Kawamura,Orthodox,1981-06-29,180.34,92.98636,184.7897
Ryuichi Murata,Orthodox,,172.72,83.007336,176.7506
Ryuki Ueyama,Southpaw,1976-04-17,180.34,81.64656,184.7897
Ryuta Sakurai,Orthodox,,170.18,83.007336,174.0709
Saad Awad,Orthodox,1983-06-07,180.34,70.30676,184.7897
Sabah Homasi,Orthodox,1988-10-19,182.88,77.11064,187.46939999999998
Sabina Mazo,Orthodox,1997-03-25,170.18,56.699,174.0709
Saeed Hosseini,Orthodox,,,,
Sage Northcutt,Orthodox,1996-03-01,182.88,77.11064,187.46939999999998
Sai Wang,Southpaw,1986-01-14,182.88,77.11064,187.46939999999998
Said Nurmagomedov,Orthodox,1992-04-05,172.72,61.23492,176.7506
Sako Chivitchian,Orthodox,1984-03-11,180.34,70.30676,184.7897
Salim Touahri,Orthodox,1989-09-28,177.8,77.11064,182.11
Salvador Becerra,Orthodox,,175.26,70.30676,179.4303
Salvador Woods,Orthodox,1985-02-05,180.34,77.11064,184.7897
Sam Adkins,Orthodox,1965-04-26,190.5,102.0582,195.5085
Sam Alvey,Southpaw,1986-05-06,187.96,92.98636,192.8288
Sam Fulton,Orthodox,,,,
Sam Greco,Orthodox,1967-05-03,187.96,92.98636,192.8288
Sam Hoger,Orthodox,1980-06-28,187.96,92.98636,192.8288
Sam Liera,Orthodox,,,,
Sam Oropeza,Orthodox,,187.96,77.11064,192.8288
Sam Sicilia,Orthodox,1986-02-01,172.72,65.77083999999999,176.7506
Sam Spengler,Orthodox,,180.34,83.91452,184.7897
Sam Stout,Orthodox,1984-04-23,175.26,70.30676,179.4303
Sam Watford,Orthodox,,,70.30676,
Sammy Morgan,Orthodox,1981-09-28,177.8,77.11064,182.11
Samy Schiavo,Orthodox,1975-12-24,172.72,70.30676,176.7506
Sanae Kikuta,Orthodox,1971-09-10,175.26,90.7184,179.4303
Santiago Ponzinibbio,Orthodox,1986-09-26,182.88,77.11064,187.46939999999998
Saparbeg Safarov,Orthodox,1986-10-14,185.42,92.98636,190.14909999999998
Sara McMann,Orthodox,1980-09-24,167.64000000000001,61.23492,171.3912
Sarah D'alelio,Orthodox,1980-12-13,170.18,65.77083999999999,174.0709
Sarah Frota,Southpaw,1987-04-14,167.64000000000001,52.16308,171.3912
Sarah Kaufman,Orthodox,1985-09-20,165.1,61.23492,168.7115
Sarah Moras,Orthodox,1988-04-30,170.18,61.23492,174.0709
Sarah Payant,Orthodox,,162.56,52.16308,166.0318
Satoru Kitaoka,Orthodox,1980-02-04,167.64000000000001,69.853168,171.3912
Satoshi Honma,Orthodox,1968-05-19,185.42,92.98636,190.14909999999998
Satoshi Ishii,Orthodox,1986-12-19,180.34,108.86207999999999,184.7897
Saul Elizondo,Orthodox,1985-07-17,170.18,61.23492,174.0709
Scott Adams,Southpaw,,182.88,102.0582,187.46939999999998
Scott Askham,Southpaw,1988-05-20,190.5,83.91452,195.5085
Scott Baker,Orthodox,,182.88,95.25431999999999,187.46939999999998
Scott Bessac,Orthodox,,193.04,111.13004,198.1882
Scott Bills,Orthodox,,177.8,77.11064,182.11
Scott Carson,Orthodox,,187.96,97.52228,192.8288
Scott Ettling,Orthodox,,,61.23492,
Scott Ferrozzo,Orthodox,1965-04-26,180.34,146.51021599999999,184.7897
Scott Fiedler,Orthodox,,193.04,106.59412,198.1882
Scott Graham,Orthodox,,193.04,83.91452,198.1882
Scott Harper,Orthodox,1972-04-14,182.88,83.91452,187.46939999999998
Scott Holtzman,Orthodox,1983-09-30,175.26,70.30676,179.4303
Scott Jorgensen,Orthodox,1982-09-17,165.1,61.23492,168.7115
Scott Junk,Orthodox,1978-12-17,185.42,120.20188,190.14909999999998
Scott Lighty,Orthodox,1978-10-15,187.96,92.98636,192.8288
Scott McAfee,Orthodox,1983-08-23,172.72,70.30676,176.7506
Scott McDonald,Orthodox,,,,
Scott Morris,Orthodox,,177.8,95.25431999999999,182.11
Scott Norton,Orthodox,1973-03-15,177.8,77.11064,182.11
Scott Shaffer,Orthodox,,170.18,65.77083999999999,174.0709
Scott Smith,Orthodox,1979-05-21,182.88,83.91452,187.46939999999998
Scott Ventimiglia,Orthodox,1972-11-17,180.34,83.91452,184.7897
Sean Alvarez,Orthodox,1971-07-14,182.88,106.59412,187.46939999999998
Sean Bassett,Orthodox,,,70.30676,
Sean Brady,Orthodox,1992-11-23,175.26,77.11064,179.4303
Sean Daugherty,Orthodox,1975-12-04,182.88,79.3786,187.46939999999998
Sean Gannon,Southpaw,,190.5,120.20188,195.5085
Sean Holden,Orthodox,1984-09-17,177.8,77.11064,182.11
Sean Lally,Orthodox,1990-11-04,182.88,77.11064,187.46939999999998
Sean Loeffler,Orthodox,1982-05-23,190.5,83.91452,195.5085
Sean McCorkle,Orthodox,1976-07-17,200.66,120.20188,206.22729999999999
Sean O'Connell,Orthodox,1983-09-02,185.42,92.98636,190.14909999999998
Sean O'Haire,Orthodox,1971-02-25,195.57999999999998,122.46984,200.86789999999996
Sean O'Malley,Switch,1994-10-24,180.34,61.23492,184.7897
Sean Pierson,Southpaw,1976-03-10,182.88,77.11064,187.46939999999998
Sean Salmon,Southpaw,1977-09-11,177.8,83.91452,182.11
Sean Santella,Orthodox,1984-10-25,165.1,56.699,168.7115
Sean Sherk,Orthodox,1973-08-05,167.64000000000001,70.30676,171.3912
Sean Soriano,Orthodox,1989-10-06,175.26,65.77083999999999,179.4303
Sean Spencer,Orthodox,1987-06-25,177.8,77.11064,182.11
Sean Strickland,Orthodox,1991-02-27,185.42,77.11064,190.14909999999998
Sean Wilson,Orthodox,1982-10-20,172.72,65.77083999999999,176.7506
Seichi Ikemoto,Orthodox,1975-08-24,180.34,76.203456,184.7897
Semmy Schilt,Orthodox,1973-10-27,208.28,120.20188,214.2664
Seohee Ham,Southpaw,1987-03-08,157.48000000000002,52.16308,160.6724
Sergei Kharitonov,Orthodox,1980-08-18,182.88,111.13004,187.46939999999998
Sergei Pavlovich,Southpaw,1992-05-13,190.5,116.573144,195.5085
Sergey Ignatov,Orthodox,,175.26,95.25431999999999,179.4303
Sergey Khandozhko,Orthodox,1992-05-19,185.42,77.11064,190.14909999999998
Serghei Spivac,Orthodox,1995-01-24,190.5,117.93392,195.5085
Sergio Gomez,Orthodox,1982-04-29,167.64000000000001,70.30676,171.3912
Sergio Moraes,Orthodox,1982-07-23,182.88,77.11064,187.46939999999998
Sergio Pettis,Orthodox,1993-08-18,167.64000000000001,61.23492,171.3912
Seth Baczynski,Orthodox,1981-10-26,190.5,77.11064,195.5085
Seth Dikun,Orthodox,1980-08-05,177.8,61.23492,182.11
Seth Kleinbeck,Orthodox,1973-07-25,187.96,83.91452,192.8288
Seth Petruzelli,Orthodox,1979-12-03,182.88,92.98636,187.46939999999998
Seungwoo Choi,Orthodox,1992-11-03,182.88,65.77083999999999,187.46939999999998
Shamar Bailey,Orthodox,1982-09-22,175.26,70.30676,179.4303
Shamil Abdurakhimov,Orthodox,1981-09-02,190.5,106.59412,195.5085
Shana Dobson,Orthodox,1989-03-30,167.64000000000001,56.699,171.3912
Shana Olsen,Orthodox,1980-12-17,170.18,65.77083999999999,174.0709
Shane Burgos,Orthodox,1991-03-19,180.34,65.77083999999999,184.7897
Shane Campbell,Orthodox,1987-01-21,182.88,70.30676,187.46939999999998
Shane Carwin,Orthodox,1975-01-04,187.96,120.20188,192.8288
Shane Howell,Orthodox,1983-11-28,172.72,56.699,176.7506
Shane Nelson,Southpaw,1984-11-29,175.26,70.30676,179.4303
Shane Primm,Orthodox,1984-07-30,190.5,92.98636,195.5085
Shane Roller,Orthodox,1979-07-14,177.8,70.30676,182.11
Shane Young,Orthodox,1993-07-31,172.72,65.77083999999999,176.7506
Shane del Rosario,Southpaw,1983-09-23,193.04,113.398,198.1882
Shannon Gugerty,Orthodox,1981-12-30,177.8,70.30676,182.11
Shannon Ritch,Orthodox,1970-09-27,175.26,86.18248,179.4303
Shawn Bunch,Orthodox,1983-03-19,165.1,61.23492,168.7115
Shawn Jordan,Southpaw,1984-10-21,182.88,117.93392,187.46939999999998
Shawn Teed,Orthodox,1992-02-13,195.57999999999998,120.20188,200.86789999999996
Shayna Baszler,Orthodox,1980-08-08,170.18,61.23492,174.0709
Sheila Gaff,Orthodox,1989-12-29,165.1,61.23492,168.7115
Sheldon Westcott,Southpaw,1984-08-20,185.42,77.11064,190.14909999999998
Shelton Graves,Southpaw,1985-10-23,187.96,115.66596,192.8288
Sherman Pendergarst,Orthodox,1967-08-01,185.42,106.59412,190.14909999999998
Sherron Leggett,Southpaw,1978-10-27,172.72,70.30676,176.7506
Sheymon Moraes,Orthodox,1990-10-11,172.72,65.77083999999999,176.7506
Shingo Kohara,Orthodox,,167.64000000000001,61.23492,171.3912
Shinsho Anzai,Orthodox,1985-12-01,170.18,77.11064,174.0709
Shinya Aoki,Southpaw,1983-05-09,180.34,69.853168,184.7897
